iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
523,15.0,0,29,2,21,22,5,5.0,7,21,551.0,0,0.55,0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,0,4.0,8.0,7.0,7.0,6.0,5.0,8.0,7.0,2.0,27.0,Education,9.0,Beijing University,,,4.0,3.0,2.0,China,"10,027",,2.0,4.0,3.0,??,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,9.0,,10.0,25.0,20.0,20.0,5.0,20.0,45.0,5.0,15.0,20.0,0.0,15.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,9.0,8.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,1,8.0,5.0,7.0,10.0,7.0,8.0,8.0,4.0,0.0,,,,,,,,,,,,,4.0,1.0,3.0,20.0,20.0,15.0,30.0,0.0,15.0,20.0,25.0,20.0,25.0,0.0,10.0,45.0,20.0,5.0,20.0,0.0,10.0,45.0,20.0,5.0,20.0,0.0,10.0,8.0,8.0,10.0,8.0,9.0,6.0,6.0,9.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,8.0,1,16,2,14,20,2,2.0,20,2,342.0,0,0.53,0,33.0,3.0,40.0,15.0,25.0,5.0,15.0,0.0,1,6.0,6.0,6.0,6.0,6.0,,8.0,8.0,2.0,24.0,Intrernational Affairs,13.0,Cambridge University,,"10,800.00",6.0,1.0,1.0,UK/Turkey,,,1.0,4.0,2.0,Journalist,6.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,,20.0,10.0,25.0,20.0,10.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,2.0,0.0,3.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,30.0,10.0,20.0,20.0,0.0,20.0,30.0,0.0,10.0,30.0,10.0,20.0,25.0,8.33,8.33,16.67,16.67,25.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,,,20.0,10.0,20.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,0.0,20.0,30.0,10.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,8.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0
387,9.0,0,17,2,15,19,13,13.0,8,9,405.0,0,0.65,0,30.0,1.0,30.0,25.0,20.0,15.0,5.0,5.0,1,9.0,9.0,9.0,9.0,9.0,6.0,7.0,5.0,2.0,25.0,School Psychology,3.0,Holy Cross,"1,258.00","25,020.00",2.0,5.0,2.0,New Jersey,"7,069",,2.0,7.0,2.0,School Psychologist,3.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,6.0,,20.0,15.0,25.0,15.0,15.0,10.0,20.0,15.0,25.0,15.0,15.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,0,6.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,2.0,8.0,25.0,10.0,20.0,15.0,15.0,15.0,8.0,9.0,8.0,9.0,8.0,8.0,1.0,2.0,20.0,20.0,15.0,20.0,10.0,15.0,25.0,10.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,15.0,10.0,20.0,25.0,15.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,14.0,0,27,2,15,19,15,15.0,13,17,413.0,0,0.17,1,26.0,2.0,10.0,10.0,30.0,30.0,5.0,15.0,0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,2.0,26.0,Creative Writing - Nonfiction,6.0,Columbia,"1,430.00","26,908.00",2.0,6.0,1.0,"New York, NY","10,128","49,409.00",5.0,4.0,3.0,Writer/teacher,6.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,3.0,,15.0,20.0,15.0,30.0,10.0,10.0,15.0,20.0,15.0,25.0,15.0,10.0,25.0,10.0,10.0,25.0,15.0,15.0,4.0,7.0,7.0,8.0,7.0,5.0,6.0,7.0,8.0,5.0,1,6.0,8.0,10.0,8.0,8.0,8.0,7.0,2.0,2.0,2.0,15.0,20.0,15.0,20.0,10.0,20.0,8.0,8.0,8.0,7.0,7.0,7.0,3.0,3.0,25.0,20.0,10.0,25.0,10.0,10.0,15.0,20.0,15.0,20.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,15.0,25.0,10.0,10.0,25.0,10.0,20.0,7.0,9.0,9.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,6.0,0,11,1,13,9,9,9.0,8,8,339.0,0,,0,,,,,,,,,0,9.0,9.0,9.0,9.0,8.0,10.0,9.0,8.0,2.0,29.0,SIPA / MIA,13.0,University of Arizona,"1,099.00","10,356.00",2.0,2.0,7.0,USA/American,,,2.0,6.0,3.0,Consulting,7.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,5.0,,15.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,15.0,50.0,10.0,10.0,10.0,0.0,20.0,7.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,0.0,0.0,,,,,,,,,,,,5.0,3.0,1.0,,,,,,,15.0,10.0,25.0,10.0,20.0,20.0,25.0,10.0,20.0,15.0,10.0,20.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,9.0,8.0,8.0,10.0,5.0,8.0,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,11.0,1,21,2,17,11,11,2.0,8,3,432.0,1,0.4,1,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,5.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,25.0,International Affairs,13.0,Connecticut College,"1,310.00","33,585.00",2.0,3.0,7.0,Singapore,,,2.0,6.0,2.0,Diplomat,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,,50.0,5.0,5.0,5.0,5.0,30.0,50.0,5.0,5.0,5.0,5.0,30.0,25.0,5.0,5.0,5.0,30.0,30.0,9.0,6.0,7.0,10.0,10.0,8.0,8.0,8.0,7.0,8.0,1,6.0,9.0,9.0,9.0,7.0,8.0,8.0,5.0,2.0,2.0,50.0,10.0,10.0,10.0,5.0,15.0,7.5,9.0,9.0,8.0,10.0,7.0,3.0,1.0,50.0,5.0,10.0,10.0,5.0,20.0,50.0,10.0,10.0,10.0,5.0,15.0,40.0,10.0,10.0,10.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,8.0,9.0,7.0,9.0,7.0,8.0,9.0,7.0,9.0,2.0,0.0,1.0,1.0,,50.0,10.0,10.0,10.0,5.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,20.0,10.0,40.0,10.0,10.0,10.0,20.0,10.0,7.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,7.0,7.0
185,2.0,1,4,1,8,10,6,7.0,10,9,182.0,0,0.42,0,22.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,6.0,2.0,25.0,Statistics,2.0,,,,4.0,3.0,4.0,Queens,"8,854",,1.0,7.0,4.0,Paper Back Writer,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,6.0,,16.98,15.09,16.98,16.98,18.87,15.09,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,10.0,10.0,7.0,8.0,8.0,,,,,,1,6.0,8.0,9.0,9.0,9.0,5.0,9.0,9.0,1.0,8.0,19.23,17.31,13.46,19.23,11.54,19.23,8.0,8.0,7.0,10.0,5.0,6.0,3.0,2.0,,,,,,,14.0,16.0,18.0,18.0,18.0,16.0,10.0,8.0,8.0,10.0,7.0,8.0,17.54,17.54,15.79,17.54,17.54,14.04,9.0,8.0,8.0,7.0,7.0,,,,,,0.0,0.0,0.0,,,16.67,16.67,16.67,16.67,16.67,16.67,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,6.0,6.0,6.0,6.0,6.0,,,,,
524,16.0,0,31,2,21,22,11,11.0,5,19,549.0,1,0.16,0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,1,6.0,8.0,10.0,7.0,7.0,6.0,7.0,5.0,2.0,25.0,medicine,4.0,Columbia University,"1,430.00","26,908.00",4.0,9.0,6.0,Michigan,"48,306","72,412.00",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,5.0,9.0,9.0,7.0,7.0,1,6.0,9.0,7.0,7.0,7.0,4.0,6.0,3.0,0.0,3.0,,,,,,,,,,,,8.0,3.0,3.0,20.0,25.0,25.0,15.0,10.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0,5.0,9.0,8.0,7.0,8.0,2.0,3.0,1.0,1.0,1.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0,35.0,10.0,15.0,20.0,10.0,10.0,6.0,9.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0
187,4.0,1,8,1,8,10,10,1.0,10,2,175.0,0,0.45,0,23.0,6.0,12.24,20.41,16.33,14.29,20.41,16.33,0,4.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,2.0,26.0,"International Finance, Economic Policy",8.0,,,,2.0,10.0,5.0,nyc,,,2.0,4.0,1.0,finance,7.0,3.0,5.0,10.0,5.0,10.0,10.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,6.0,,16.98,16.98,18.87,16.98,13.21,16.98,10.0,6.0,6.0,10.0,2.0,5.0,15.09,18.87,15.09,18.87,18.87,13.21,8.0,9.0,7.0,10.0,7.0,,,,,,0,6.0,,10.0,5.0,,,3.0,2.0,2.0,,19.23,19.23,17.31,13.46,13.46,17.31,9.0,8.0,10.0,8.0,8.0,4.0,3.0,3.0,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10.0,8.0,7.0,9.0,6.0,7.0,18.75,18.75,14.58,18.75,12.5,16.67,8.0,9.0,10.0,8.0,8.0,,,,,,0.0,0.0,0.0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10.0,9.0,8.0,9.0,7.0,6.0,8.0,10.0,7.0,9.0,8.0,,8.0,9.0,12.0,8.0,8.0,,,,,
541,11.0,1,22,2,21,22,6,1.0,6,10,518.0,0,-0.04,0,23.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,0,3.0,6.0,5.0,5.0,5.0,,3.0,6.0,2.0,23.0,Industrial Engineering/Operations Research,5.0,University of Toronto,,,4.0,2.0,2.0,Indonesia,"10,024",,3.0,7.0,3.0,Entrepreneur,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,7.0,,40.0,30.0,0.0,20.0,0.0,10.0,30.0,20.0,0.0,30.0,0.0,20.0,10.0,25.0,25.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,8.0,1,6.0,7.0,6.0,8.0,6.0,4.0,6.0,4.0,0.0,1.0,,,,,,,,,,,,3.0,1.0,3.0,50.0,10.0,0.0,30.0,0.0,10.0,50.0,20.0,0.0,15.0,0.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,0.0,10.0,20.0,0.0,10.0,5.0,8.0,10.0,10.0,8.0,5.0,8.0,10.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4.0,0,7,2,4,18,15,,14,9,102.0,0,-0.15,0,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,2.0,26.0,Operations Research (SEAS),5.0,,,,4.0,8.0,8.0,India/Venezuela,"8,003",,2.0,7.0,1.0,Operations Research,5.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,5.0,3.0,10.0,20.0,15.0,20.0,20.0,15.0,,,,,,,15.0,15.0,15.0,20.0,15.0,20.0,7.0,9.0,8.0,7.0,7.0,,,,,,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7.0,0,13,2,2,16,4,,5,1,40.0,0,-0.13,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,9.0,8.0,6.0,8.0,7.0,5.0,5.0,2.0,2.0,22.0,Speech Language Pathology,3.0,,,,3.0,1.0,5.0,"Westchester, NY","10,523","48,441.00",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,17.0,10.0,18.0,20.0,25.0,10.0,,,,,,,30.0,5.0,15.0,20.0,10.0,20.0,6.0,6.0,7.0,7.0,7.0,,,,,,0,2.0,6.0,6.0,6.0,6.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,20.0,20.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,6.0,7.0,5.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.0,0,9,1,1,10,4,,6,10,20.0,0,-0.06,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,3.0,10.0,7.0,7.0,10.0,5.0,4.0,10.0,2.0,21.0,Law,1.0,,,,2.0,8.0,1.0,Bowdoin College,"94,022","86,340.00",2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,,,,,,,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,6.0,10.0,8.0,,,,,,1,9.0,6.0,7.0,9.0,6.0,5.0,10.0,3.0,2.0,,,,,,,,,,,,,7.0,2.0,2.0,,,,,,,15.79,13.16,18.42,15.79,15.79,21.05,,,,,,,,,,,,,6.0,6.0,9.0,9.0,9.0,,,,,,0.0,0.0,0.0,,,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,,,,,,,4.0,5.0,10.0,6.0,10.0,,,,,
89,14.0,0,27,2,4,18,3,,9,2,95.0,0,-0.31,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,0,3.0,5.0,6.0,4.0,6.0,3.0,2.0,1.0,2.0,27.0,Marketing,8.0,,,,2.0,3.0,2.0,Israel,"62,150",,1.0,7.0,3.0,Academic,2.0,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,5.0,6.0,25.0,15.0,20.0,20.0,20.0,0.0,,,,,,,50.0,10.0,10.0,20.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,,,,,,0,6.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0,2.0,1.0,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,35.0,15.0,15.0,15.0,15.0,5.0,,,,,,,,,,,,,7.0,10.0,8.0,6.0,10.0,,,,,,0.0,0.0,0.0,,,60.0,10.0,10.0,5.0,10.0,5.0,,,,,,,,,,,,,,,,,,,7.0,10.0,9.0,6.0,10.0,,,,,
452,13.0,1,23,2,17,11,12,9.0,3,8,437.0,0,0.47,0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,0,7.0,8.0,9.0,8.0,9.0,7.0,5.0,5.0,2.0,29.0,MBA,8.0,National University of Singapore,,,4.0,7.0,1.0,Singapore,"10,027",,1.0,5.0,3.0,private equity,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,,35.0,30.0,25.0,5.0,0.0,5.0,30.0,5.0,10.0,30.0,10.0,15.0,35.0,5.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,7.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,35.0,30.0,25.0,5.0,0.0,5.0,7.0,9.0,10.0,7.0,9.0,6.0,1.0,3.0,,,,,,,35.0,30.0,25.0,5.0,0.0,5.0,50.0,5.0,5.0,30.0,0.0,10.0,35.0,30.0,25.0,5.0,0.0,5.0,7.0,9.0,10.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,13.0,0,25,2,4,18,8,,14,2,95.0,0,0.3,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,1,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,2.0,23.0,Social Work,11.0,,,,2.0,8.0,7.0,NY,"10,514","109,031.00",1.0,4.0,4.0,Clinical Social Worker,9.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,5.0,10.0,15.0,15.0,20.0,15.0,20.0,15.0,,,,,,,15.0,15.0,20.0,15.0,20.0,15.0,9.0,9.0,9.0,9.0,9.0,,,,,,0,2.0,10.0,10.0,2.0,10.0,5.0,4.0,8.0,2.0,1.0,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,20.0,20.0,15.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,10.0,10.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.0,1,2,2,12,14,8,8.0,8,12,304.0,0,0.11,0,28.0,2.0,5.0,20.0,25.0,25.0,15.0,10.0,0,2.0,8.0,9.0,1.0,8.0,0.0,5.0,2.0,2.0,27.0,Cognitive Studies in Education,9.0,Taiwan University,,,4.0,7.0,3.0,"Cambridge, Massachusetts","11,137",,1.0,7.0,2.0,Academia; Research; Teaching,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,,17.0,19.0,18.0,17.0,11.0,18.0,19.0,17.0,18.0,19.0,11.0,16.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0,0,7.0,9.0,8.0,7.0,6.0,7.0,8.0,4.0,0.0,2.0,,,,,,,,,,,,8.0,1.0,1.0,,,,,,,17.0,20.0,18.0,17.0,11.0,17.0,19.0,17.0,18.0,19.0,11.0,16.0,21.0,17.0,16.0,18.0,14.0,14.0,5.0,10.0,9.0,8.0,5.0,5.0,8.0,9.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,10.0,1,20,2,19,15,9,6.0,4,8,473.0,0,0.91,0,34.0,4.0,15.0,20.0,20.0,15.0,15.0,15.0,1,8.0,8.0,10.0,10.0,9.0,9.0,8.0,6.0,2.0,29.0,film,14.0,NYU,"1,340.00","25,380.00",2.0,6.0,1.0,Northern New Jersey,"7,410",,2.0,6.0,3.0,writer/producer,6.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,0.0,30.0,0.0,20.0,50.0,0.0,25.0,10.0,15.0,0.0,3.0,7.0,6.0,8.0,6.0,3.0,7.0,8.0,6.0,6.0,0,7.0,6.0,8.0,5.0,7.0,4.0,5.0,5.0,0.0,3.0,7.0,7.0,8.0,6.0,6.0,8.0,5.0,7.0,8.0,6.0,7.0,8.0,1.0,3.0,50.0,10.0,10.0,15.0,0.0,15.0,40.0,15.0,10.0,10.0,10.0,15.0,60.0,5.0,5.0,15.0,5.0,10.0,25.0,15.0,20.0,15.0,20.0,5.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,4.0,1,8,2,12,14,8,8.0,13,12,304.0,0,0.31,0,28.0,2.0,5.0,20.0,25.0,25.0,15.0,10.0,0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,2.0,29.0,Finance/Economics,8.0,Columbia College,"1,430.00","26,908.00",4.0,1.0,1.0,New York,"11,746","57,513.00",2.0,6.0,1.0,Entrepreneur,7.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,,50.0,20.0,10.0,10.0,5.0,5.0,50.0,10.0,20.0,5.0,5.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,9.0,10.0,9.0,3.0,9.0,5.0,5.0,10.0,2.0,1,7.0,7.0,4.0,5.0,5.0,5.0,6.0,9.0,0.0,4.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,50.0,20.0,5.0,10.0,5.0,10.0,50.0,15.0,10.0,5.0,10.0,10.0,20.0,10.0,25.0,10.0,20.0,15.0,9.0,9.0,9.0,10.0,3.0,8.0,8.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,16.0,0,31,2,2,16,6,,9,3,42.0,0,0.29,0,23.0,4.0,20.0,25.0,20.0,15.0,10.0,10.0,0,4.0,7.0,7.0,5.0,6.0,,4.0,3.0,2.0,26.0,Statistics,2.0,,,,2.0,7.0,8.0,Brandeis University,"8,691",,2.0,5.0,2.0,Biostatistics,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,20.0,25.0,20.0,15.0,15.0,5.0,,,,,,,40.0,5.0,10.0,30.0,5.0,10.0,8.0,7.0,8.0,8.0,6.0,,,,,,0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,0.0,,,,,,,,,,,,3.0,1.0,3.0,,,,,,,40.0,10.0,20.0,20.0,5.0,5.0,,,,,,,,,,,,,8.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,7.0,0,13,1,8,10,2,2.0,1,5,188.0,0,-0.07,0,21.0,2.0,15.56,11.11,22.22,15.56,20.0,15.56,1,8.0,8.0,5.0,8.0,5.0,8.0,6.0,2.0,2.0,24.0,international finance and business,8.0,,,,4.0,2.0,2.0,taiwan,"8,820",,6.0,4.0,2.0,financial service or fashion,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,6.0,,15.38,17.31,17.31,19.23,13.46,17.31,8.0,8.0,6.0,7.0,5.0,7.0,18.6,18.6,11.63,23.26,11.63,16.28,9.0,9.0,10.0,9.0,9.0,,,,,,0,7.0,8.0,8.0,7.0,8.0,5.0,7.0,7.0,2.0,,15.22,17.39,17.39,19.57,15.22,15.22,8.0,6.0,7.0,7.0,6.0,7.0,1.0,1.0,,,,,,,17.02,19.15,17.02,21.28,12.77,12.77,8.0,8.0,7.0,10.0,5.0,7.0,21.95,14.63,14.63,24.39,12.2,12.2,9.0,8.0,8.0,9.0,6.0,,,,,,0.0,1.0,1.0,1.0,,14.55,18.18,18.18,18.18,16.36,14.55,,,,,,,10.0,8.0,8.0,8.0,8.0,8.0,10.0,6.0,6.0,8.0,6.0,,9.0,7.0,9.0,9.0,9.0,,,,,
